match_id,duration,start_time,radiant_team_id,radiant_name,dire_team_id,dire_name,leagueid,league_name,series_id,series_type,radiant_score,dire_score,radiant_win,version
8915498965,2538,1785098479,10201538.0,TEAM JENZ,10182865.0,Syntax,19944,EPL Masters 2026 ,1124596.0,1.0,35,37,False,22.0
8915390117,2040,1785093712,10182865.0,Syntax,10201538.0,TEAM JENZ,19944,EPL Masters 2026 ,1124596.0,1.0,22,39,False,22.0
8915271266,2175,1785089543,10182865.0,Syntax,10201538.0,TEAM JENZ,19944,EPL Masters 2026 ,1124596.0,1.0,35,6,True,22.0
8915137972,2646,1785083598,10201970.0,KW,10163973.0,RE ARISE,19944,EPL Masters 2026 ,1124520.0,1.0,51,42,False,22.0
8915002841,2681,1785078987,10163973.0,RE ARISE,10201970.0,KW,19944,EPL Masters 2026 ,1124520.0,1.0,46,36,True,22.0
8914885598,1672,1785075025,10163973.0,RE ARISE,10164236.0,PuckChamp,19944,EPL Masters 2026 ,1124435.0,1.0,26,12,True,22.0
8914749408,2215,1785071129,10163973.0,RE ARISE,10164236.0,PuckChamp,19944,EPL Masters 2026 ,1124435.0,1.0,39,16,True,22.0
8914637220,2825,1785066611,10047709.0,Ilbirs Esports,5014799.0,Nemiga Gaming,19944,EPL Masters 2026 ,1124330.0,1.0,33,20,True,22.0
8914520562,3020,1785061646,5014799.0,Nemiga Gaming,10047709.0,Ilbirs Esports,19944,EPL Masters 2026 ,1124330.0,1.0,27,26,True,22.0
8914414410,2923,1785057189,10047709.0,Ilbirs Esports,5014799.0,Nemiga Gaming,19944,EPL Masters 2026 ,1124330.0,1.0,37,20,True,22.0
8913824141,2209,1785017205,9928636.0,Team Lynx,10201970.0,KW,19944,EPL Masters 2026 ,1124176.0,1.0,45,32,True,22.0
8913726962,2996,1785012122,10201970.0,KW,9928636.0,Team Lynx,19944,EPL Masters 2026 ,1124176.0,1.0,34,49,False,22.0
8913598312,3592,1785006794,9928636.0,Team Lynx,10201970.0,KW,19944,EPL Masters 2026 ,1124176.0,1.0,56,38,False,22.0
8913422514,2364,1784999390,10201970.0,KW,10164236.0,PuckChamp,19944,EPL Masters 2026 ,1124086.0,1.0,19,45,False,22.0
8913307206,1686,1784995943,10201970.0,KW,10164236.0,PuckChamp,19944,EPL Masters 2026 ,1124086.0,1.0,11,27,False,22.0
8912974141,2117,1784983743,10201538.0,TEAM JENZ,10164236.0,PuckChamp,19944,EPL Masters 2026 ,1123892.0,1.0,36,31,True,22.0
8912831712,4143,1784977706,10201538.0,TEAM JENZ,10164236.0,PuckChamp,19944,EPL Masters 2026 ,1123892.0,1.0,55,53,True,22.0
